date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:51:19	56/56	---MCZ	302	error ('Found')	text/plain	date:Sat,%2015%20Apr%202023%2013:51:20%20GMT	https://unpkg.com/swiper/swiper-bundle.min.js	D:/FreeCouse/todo/unpkg.com/swiper/swiper-bundle.min.59.delayed	(from https://megabyte.andevfrontend.com/index.html)
20:51:20	138900/138900	---MCZ	200	added ('OK')	application/javascript	etag:%2221e94-ZPJ9wr+UI8Y6JS9kN3md7UYAWMU%22	https://unpkg.com/swiper@9.2.2/swiper-bundle.min.js	D:/FreeCouse/todo/unpkg.com/swiper@9.2.2/swiper-bundle.min.js	(from https://megabyte.andevfrontend.com/index.html)
20:51:20	128/128	---MCZ	302	error ('Found')	text/html	date:Sat,%2015%20Apr%202023%2013:51:20%20GMT	https://unpkg.com/metismenujs/dist/metismenujs.min.js	D:/FreeCouse/todo/unpkg.com/metismenujs/dist/metismenujs.min.5b.delayed	(from https://megabyte.andevfrontend.com/index.html)
20:51:20	4192/4192	---MCZ	200	added ('OK')	application/javascript	etag:%221060-/f1wGtGNLxV1XMRZRyo1jZpjUyU%22	https://unpkg.com/metismenujs@1.4.0/dist/metismenujs.min.js	D:/FreeCouse/todo/unpkg.com/metismenujs@1.4.0/dist/metismenujs.min.js	(from https://megabyte.andevfrontend.com/index.html)
20:51:21	18481/18481	---M-Z	200	added ('OK')	application/x-javascript	etag:%224831-637954c3-c7e833c3a2ce70e2;gz%22	https://megabyte.andevfrontend.com/plugins/iziToast/iziToast.min.js	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/iziToast/iziToast.min.js	(from https://megabyte.andevfrontend.com/index.html)
20:51:21	18522/18522	---M-Z	200	added ('OK')	application/x-javascript	etag:%22485a-637954c2-b8e392d72e70c8a0;gz%22	https://megabyte.andevfrontend.com/js/main.js	D:/FreeCouse/todo/megabyte.andevfrontend.com/js/main.js	(from https://megabyte.andevfrontend.com/index.html)
20:51:22	92064/92064	---M--	200	added ('OK')	font/woff2	etag:W/%22167a0-ABUDSebr2vJiivnqTlbWsC29o5M%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-icons.woff2?30af91bf14e37666a085fb8a161ff36d	D:/FreeCouse/todo/cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-iconsf114.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
20:51:23	123384/123384	---M--	200	added ('OK')	font/woff	etag:W/%221e1f8-1kTWG0vHklh1rZU8w4G0pyKzNNI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-icons.woff?30af91bf14e37666a085fb8a161ff36d	D:/FreeCouse/todo/cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/fonts/bootstrap-iconsf114.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
20:51:23	3489/3489	---M-Z	200	added ('OK')	text/css	etag:%22da1-637954c3-eeac2ba36f2a3741;gz%22	https://megabyte.andevfrontend.com/plugins/nice-select2/nice-select2.css	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/nice-select2/nice-select2.css	(from https://megabyte.andevfrontend.com/shop-mixed.html)
20:51:24	8192/8192	---M-Z	200	added ('OK')	application/x-javascript	etag:%222000-637954c3-e241f6c496ffcdaf;gz%22	https://megabyte.andevfrontend.com/plugins/nice-select2/nice-select2.js	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/nice-select2/nice-select2.js	(from https://megabyte.andevfrontend.com/shop-mixed.html)
20:51:25	89031/89031	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215bc7-637954c3-dbea9ec8fb31aa4d;gz%22	https://megabyte.andevfrontend.com/plugins/mixitup/mixitup.min.js	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/mixitup/mixitup.min.js	(from https://megabyte.andevfrontend.com/shop-mixed.html)
20:51:26	738/738	---M-Z	200	added ('OK')	text/css	etag:%222e2-637954c3-b87414c2e9bfe4b9;gz%22	https://megabyte.andevfrontend.com/plugins/rater-js/rater-js.css	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/rater-js/rater-js.css	(from https://megabyte.andevfrontend.com/product-details.html)
20:51:26	2772/2772	---M--	200	added ('OK')	image/png	etag:%22ad4-637954c3-cf45bcef58d3321a;;;%22	https://megabyte.andevfrontend.com/img/comments/profile_1.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/comments/profile_1.png	(from https://megabyte.andevfrontend.com/product-details.html)
20:51:26	4934/4934	---M--	200	added ('OK')	image/png	etag:%221346-637954c3-22f036c04f12fef8;;;%22	https://megabyte.andevfrontend.com/img/comments/profile_2.png	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/comments/profile_2.png	(from https://megabyte.andevfrontend.com/product-details.html)
20:51:27	14022/14022	---M-Z	200	added ('OK')	application/x-javascript	etag:%2236c6-637954c3-170314f315d2bde3;gz%22	https://megabyte.andevfrontend.com/plugins/rater-js/rater-js.js	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/rater-js/rater-js.js	(from https://megabyte.andevfrontend.com/product-details.html)
20:51:27	103177/103177	---M--	200	added ('OK')	image/jpeg	etag:%2219309-637954c3-562ae1c296ccc807;;;%22	https://megabyte.andevfrontend.com/img/about-us/about-img.jpg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/about-us/about-img.jpg	(from https://megabyte.andevfrontend.com/about-us.html)
20:51:28	1004/1004	---M-Z	200	added ('OK')	image/svg+xml	etag:%223ec-637954c3-dde66fea9ce13343;gz%22	https://megabyte.andevfrontend.com/img/svg/visa-logo.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/visa-logo.svg	(from https://megabyte.andevfrontend.com/my-account.html)
20:51:28	63654/63654	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f8a6-637954c3-7bb0f05e6ea2fe48;gz%22	https://megabyte.andevfrontend.com/img/svg/mastercard-logo.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/mastercard-logo.svg	(from https://megabyte.andevfrontend.com/my-account.html)
20:51:28	3117/3117	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c2d-637954c3-f7317d0fa5fc2742;gz%22	https://megabyte.andevfrontend.com/img/svg/password-successfull.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/password-successfull.svg	(from https://megabyte.andevfrontend.com/my-account.html)
20:51:29	1613/1613	---M-Z	200	added ('OK')	image/svg+xml	etag:%2264d-637954c3-cb215fa7ee800d37;gz%22	https://megabyte.andevfrontend.com/img/svg/deactivate-account.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/deactivate-account.svg	(from https://megabyte.andevfrontend.com/my-account.html)
20:51:29	1473/1473	---M-Z	200	added ('OK')	image/svg+xml	etag:%225c1-637954c3-c4ef37901c69f8a;gz%22	https://megabyte.andevfrontend.com/img/svg/purchase-done.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/purchase-done.svg	(from https://megabyte.andevfrontend.com/purchase-completed.html)
20:51:30	2711/2711	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a97-637954c3-64a5aa115a2773ab;gz%22	https://megabyte.andevfrontend.com/img/svg/purchase-cancelled.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/purchase-cancelled.svg	(from https://megabyte.andevfrontend.com/purchase-failed.html)
20:51:30	3040/3040	---M-Z	200	added ('OK')	image/svg+xml	etag:%22be0-637954c3-ba089be2492244f0;gz%22	https://megabyte.andevfrontend.com/img/svg/message-sent.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/message-sent.svg	(from https://megabyte.andevfrontend.com/message-sent.html)
20:51:31	1617/1617	---M-Z	200	added ('OK')	image/svg+xml	etag:%22651-637954c3-2c666250013aa2b0;gz%22	https://megabyte.andevfrontend.com/img/svg/maintenance.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/img/svg/maintenance.svg	(from https://megabyte.andevfrontend.com/maintenance.html)
20:51:31	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.7.2/font/bootstrap-icons.css)
20:51:32	395/395	---M-Z	200	added ('OK')	image/svg+xml	etag:%2218b-637954c3-972ac8959dded261;gz%22	https://megabyte.andevfrontend.com/plugins/rater-js/star_0.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/rater-js/star_0.svg	(from https://megabyte.andevfrontend.com/plugins/rater-js/rater-js.css)
20:51:32	427/427	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ab-637954c3-d37886684a4c2351;gz%22	https://megabyte.andevfrontend.com/plugins/rater-js/star_1.svg	D:/FreeCouse/todo/megabyte.andevfrontend.com/plugins/rater-js/star_1.svg	(from https://megabyte.andevfrontend.com/plugins/rater-js/rater-js.css)
20:51:33	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62bb4aa8-c8dbb59f4919440;gz%22	https://megabyte.andevfrontend.com/style.css	D:/FreeCouse/todo/megabyte.andevfrontend.com/style.css	(from https://megabyte.andevfrontend.com/plugins/rater-js/rater-js.js)
